walking_tick_	current_step_num_	current_link_q_leg_(0)	current_link_q_leg_(1)	current_link_q_leg_(2)	current_link_q_leg_(3)	current_link_q_leg_(4)	current_link_q_leg_(5)	current_link_q_leg_(6)	current_link_q_leg_(7)	current_link_q_leg_(8)	current_link_q_leg_(9)	current_link_q_leg_(10)	current_link_q_leg_(11)
707	0	0.000590694	-0.139271	-0.112907	0.704424	-0.587621	0.133793	9.29055e-05	-0.218619	0.279564	-0.865865	0.589402	0.218566
708	0	0.000477012	-0.139421	-0.113035	0.704389	-0.587397	0.133976	0.000127124	-0.218939	0.282775	-0.867665	0.5876	0.218897
709	0	0.000482619	-0.139417	-0.113032	0.704388	-0.587383	0.133986	0.000117891	-0.218946	0.282976	-0.86776	0.587581	0.218898
710	0	0.000482619	-0.139417	-0.113032	0.704388	-0.587383	0.133986	0.000117891	-0.218946	0.282976	-0.86776	0.587581	0.218898
711	0	0.000336618	-0.139979	-0.114134	0.70371	-0.586546	0.134362	-0.000561662	-0.219751	0.294464	-0.872386	0.581497	0.21976
712	0	0.000336618	-0.139979	-0.114134	0.70371	-0.586546	0.134362	-0.000561662	-0.219751	0.294464	-0.872386	0.581497	0.21976
713	0	-0.000570884	-0.140381	-0.113565	0.703788	-0.586732	0.134512	0.000151134	-0.219473	0.300661	-0.874642	0.57706	0.220156
714	0	0.000233046	-0.140682	-0.112423	0.70389	-0.586839	0.134592	-0.000528495	-0.220041	0.303406	-0.875325	0.5747	0.220379
715	0	6.40048e-05	-0.14076	-0.112036	0.704149	-0.586976	0.134625	-0.000137369	-0.219923	0.304852	-0.875988	0.572325	0.22051
716	0	0.000107146	-0.140856	-0.113238	0.704371	-0.586756	0.134654	0.000146874	-0.220028	0.307777	-0.876461	0.569782	0.220633
717	0	0.000496405	-0.140875	-0.114132	0.704277	-0.586397	0.134701	-8.16083e-06	-0.220338	0.310004	-0.876706	0.567159	0.220746
718	0	0.000579676	-0.140759	-0.114799	0.704071	-0.58605	0.134761	6.90348e-05	-0.22039	0.312373	-0.876893	0.564397	0.220807
719	0	0.000496406	-0.140597	-0.115425	0.703851	-0.585739	0.134812	0.000120759	-0.220377	0.3149	-0.876838	0.561565	0.220837
720	0	0.000308002	-0.140406	-0.115692	0.70363	-0.585529	0.134859	5.93371e-05	-0.220374	0.317285	-0.87649	0.558638	0.220844
721	0	-3.58073e-05	-0.140196	-0.115464	0.703509	-0.585516	0.134896	5.714e-05	-0.220275	0.319036	-0.876027	0.555691	0.220819
722	0	-0.000477949	-0.13996	-0.115148	0.703498	-0.585621	0.134927	0.000136326	-0.220161	0.321038	-0.875338	0.55261	0.220758
723	0	-0.000791889	-0.139756	-0.114953	0.703559	-0.585768	0.134947	0.000160659	-0.220179	0.323228	-0.874343	0.549396	0.220673
724	0	-0.000889259	-0.139546	-0.114664	0.703636	-0.585943	0.134946	0.000120443	-0.22025	0.325229	-0.873066	0.546097	0.220566
725	0	-0.000811471	-0.139313	-0.114421	0.70373	-0.586103	0.134921	0.000122142	-0.220238	0.327139	-0.871545	0.542699	0.220427
726	0	-0.000551675	-0.139116	-0.11441	0.703832	-0.586182	0.134882	0.000103272	-0.220177	0.329004	-0.869771	0.539214	0.220258
727	0	-0.000168914	-0.13898	-0.114474	0.703926	-0.586186	0.134843	2.17827e-05	-0.220045	0.330531	-0.867819	0.535686	0.220061
728	0	0.00015067	-0.138853	-0.114544	0.704028	-0.586146	0.134793	-1.73149e-05	-0.219684	0.331711	-0.865681	0.532071	0.219825
729	0	0.000360758	-0.138706	-0.114617	0.704147	-0.58609	0.134717	-1.51296e-05	-0.219113	0.332614	-0.863317	0.528366	0.219552
730	0	0.000510346	-0.13858	-0.114588	0.704266	-0.586059	0.134632	-4.48614e-05	-0.21858	0.333152	-0.861046	0.524693	0.219257
731	0	0.0005228	-0.13846	-0.114681	0.704418	-0.58604	0.134517	-1.84709e-05	-0.218039	0.333913	-0.858136	0.520782	0.218922
732	0	0.000506873	-0.13835	-0.114786	0.704566	-0.586056	0.134391	-5.16718e-05	-0.21772	0.334613	-0.855274	0.516909	0.218574
733	0	0.000406107	-0.138185	-0.114843	0.70473	-0.586134	0.134234	-7.25064e-05	-0.217454	0.335331	-0.852097	0.512955	0.218201
734	0	0.000214733	-0.13797	-0.114918	0.704878	-0.586242	0.134058	-5.22367e-05	-0.217176	0.33596	-0.848839	0.508951	0.217803
735	0	1.22175e-05	-0.13771	-0.114969	0.705015	-0.586375	0.133851	-4.00633e-05	-0.216848	0.336415	-0.845363	0.504906	0.21738
736	0	-0.000177169	-0.137406	-0.114937	0.705142	-0.586535	0.133616	-2.76331e-05	-0.216427	0.336606	-0.841722	0.500826	0.216931
737	0	-0.000325652	-0.137055	-0.114864	0.705279	-0.586717	0.133354	-8.73458e-07	-0.215895	0.336587	-0.837943	0.49671	0.216454
738	0	-0.000382	-0.136661	-0.114815	0.705431	-0.586909	0.133067	2.1064e-05	-0.215302	0.336434	-0.834025	0.492554	0.215952
739	0	-0.000337421	-0.136241	-0.114824	0.70559	-0.587099	0.13277	2.69951e-05	-0.214714	0.336222	-0.829958	0.48836	0.215426
740	0	-0.000222905	-0.135808	-0.114889	0.705751	-0.587282	0.132472	2.47028e-05	-0.214164	0.335989	-0.825731	0.48413	0.214878
741	0	-8.22065e-05	-0.135371	-0.114973	0.705915	-0.587468	0.132179	2.16261e-05	-0.213649	0.335712	-0.821342	0.479874	0.214307
742	0	3.88002e-05	-0.134938	-0.115012	0.706091	-0.587672	0.131887	2.5419e-05	-0.213134	0.335327	-0.816804	0.475598	0.213714
743	0	0.000107942	-0.134519	-0.114965	0.706286	-0.587911	0.131591	4.01008e-05	-0.212582	0.334792	-0.812136	0.471311	0.213097
744	0	0.000118045	-0.134119	-0.114832	0.706504	-0.588192	0.131277	5.84039e-05	-0.211968	0.334114	-0.807353	0.467014	0.212457
745	0	8.21742e-05	-0.133735	-0.114646	0.706747	-0.588512	0.130935	6.68465e-05	-0.211282	0.333332	-0.802461	0.462708	0.211793
746	0	2.35161e-05	-0.133361	-0.114453	0.707011	-0.588864	0.130553	5.61729e-05	-0.210532	0.33249	-0.797457	0.458391	0.211108
747	0	-1.80854e-05	-0.132996	-0.114312	0.707256	-0.589183	0.130187	2.34578e-05	-0.209809	0.331661	-0.792949	0.454148	0.210411
748	0	-1.80854e-05	-0.132996	-0.114312	0.707256	-0.589183	0.130187	2.34578e-05	-0.209809	0.331661	-0.792949	0.454148	0.210411
749	0	-0.000248257	-0.13237	-0.114269	0.707855	-0.590018	0.129045	0.000149464	-0.208177	0.329398	-0.780234	0.445387	0.20892
750	0	-4.17521e-05	-0.131867	-0.114544	0.708291	-0.590404	0.128512	-0.000166387	-0.207491	0.328761	-0.775208	0.441084	0.208171
751	0	-2.04483e-05	-0.131495	-0.114005	0.708439	-0.590803	0.128076	-0.00014589	-0.206763	0.327307	-0.77055	0.43685	0.207384
752	0	4.6085e-05	-0.130791	-0.11372	0.708752	-0.591266	0.127498	-5.5373e-05	-0.205598	0.325698	-0.765019	0.43255	0.206574
753	0	0.000128185	-0.130319	-0.113707	0.708994	-0.591631	0.126987	-6.57934e-05	-0.204872	0.324234	-0.759559	0.428302	0.205761
754	0	0.000150071	-0.129916	-0.113601	0.709231	-0.592012	0.126486	-5.09366e-05	-0.204268	0.322579	-0.753981	0.424084	0.20493
755	0	0.000117348	-0.129341	-0.113479	0.709574	-0.59246	0.125915	1.72604e-05	-0.203413	0.320832	-0.748339	0.419891	0.204074
756	0	0.000108696	-0.128677	-0.113435	0.70995	-0.592917	0.125315	3.44932e-05	-0.202468	0.319172	-0.742948	0.415752	0.203205
757	0	7.75503e-05	-0.128003	-0.113373	0.710321	-0.59346	0.124606	1.54576e-05	-0.201492	0.317368	-0.736827	0.411588	0.202311
758	0	2.75413e-05	-0.127354	-0.113259	0.710627	-0.593985	0.123931	-2.82862e-06	-0.20058	0.315616	-0.730993	0.407498	0.201402
759	0	-1.51073e-05	-0.126692	-0.113142	0.710921	-0.594494	0.123285	-2.07658e-05	-0.199692	0.313911	-0.725463	0.403487	0.20048
760	0	-0.000103304	-0.125981	-0.112907	0.711263	-0.595125	0.122522	-1.09043e-05	-0.198713	0.311845	-0.71909	0.399459	0.199529
761	0	-0.000170376	-0.12536	-0.112695	0.711609	-0.595738	0.121812	1.21438e-05	-0.197862	0.309941	-0.713279	0.395549	0.198577
762	0	-0.000220209	-0.1247	-0.112347	0.711965	-0.596394	0.121089	3.87338e-05	-0.196942	0.307842	-0.707447	0.391681	0.197604
763	0	-0.000216012	-0.124047	-0.112023	0.712347	-0.59707	0.120344	8.02476e-05	-0.19599	0.305732	-0.701617	0.387874	0.196615
764	0	-0.000158835	-0.123392	-0.111817	0.712761	-0.597746	0.119573	8.07988e-05	-0.195003	0.303693	-0.695774	0.384129	0.195611
765	0	-8.69873e-05	-0.12274	-0.111615	0.713172	-0.598427	0.118777	5.26266e-05	-0.193962	0.30162	-0.68993	0.380457	0.194591
766	0	-2.68092e-05	-0.122044	-0.111366	0.713589	-0.599126	0.11795	1.93951e-05	-0.192813	0.299458	-0.684116	0.376866	0.193552
767	0	2.13214e-05	-0.121318	-0.111108	0.714014	-0.59984	0.117093	-1.65047e-05	-0.19162	0.297249	-0.678353	0.373362	0.192496
768	0	5.79984e-05	-0.120583	-0.110846	0.714444	-0.600566	0.116219	-5.18309e-05	-0.190464	0.295005	-0.672647	0.369949	0.191425
769	0	7.28083e-05	-0.119825	-0.110545	0.714879	-0.601316	0.115329	-6.69497e-05	-0.189351	0.292707	-0.667011	0.366631	0.190341
770	0	7.80173e-05	-0.119076	-0.110272	0.715316	-0.602074	0.114441	-5.93115e-05	-0.188339	0.290525	-0.661601	0.363433	0.189249
771	0	5.16358e-05	-0.118181	-0.109824	0.715768	-0.602895	0.113513	-4.1968e-05	-0.187206	0.28806	-0.656053	0.360294	0.18813
772	0	1.41085e-05	-0.117337	-0.10947	0.716231	-0.603729	0.112567	1.00746e-05	-0.186169	0.285763	-0.650635	0.357283	0.187005
773	0	-2.03426e-05	-0.116453	-0.109189	0.716715	-0.604575	0.111601	2.02853e-05	-0.185117	0.283557	-0.645309	0.354386	0.185865
774	0	-5.68208e-05	-0.115541	-0.108834	0.717187	-0.605445	0.110615	2.70217e-05	-0.184006	0.281295	-0.640094	0.35161	0.184709
775	0	-9.96144e-05	-0.114544	-0.108419	0.717695	-0.606401	0.109535	3.91369e-05	-0.182741	0.278902	-0.634747	0.348953	0.18353
776	0	-8.85866e-05	-0.113624	-0.108121	0.718148	-0.607228	0.108592	1.32242e-05	-0.181599	0.276859	-0.630194	0.346463	0.182353
777	0	-0.000114654	-0.112533	-0.107578	0.718645	-0.60823	0.107481	-7.67572e-07	-0.180214	0.274332	-0.625078	0.344063	0.181134
778	0	-9.7119e-05	-0.111574	-0.107211	0.719127	-0.609152	0.106448	7.21121e-06	-0.179042	0.272187	-0.620532	0.341838	0.179921
779	0	-8.95607e-05	-0.111224	-0.107099	0.719298	-0.609479	0.106081	-5.25733e-06	-0.178643	0.271405	-0.618851	0.340619	0.179097
780	0	-0.000242308	-0.109461	-0.105776	0.720149	-0.611299	0.104128	0.000186729	-0.176411	0.266954	-0.611141	0.337826	0.177412
781	0	-3.87085e-05	-0.108728	-0.106251	0.720723	-0.611989	0.10327	8.32218e-05	-0.175761	0.266099	-0.607987	0.336111	0.176213
782	0	-0.000115209	-0.10738	-0.105392	0.721295	-0.613274	0.101914	2.5404e-05	-0.17418	0.263397	-0.603268	0.334449	0.174871
783	0	-4.00743e-05	-0.106275	-0.104792	0.721799	-0.614323	0.100777	9.58751e-05	-0.17283	0.261393	-0.599796	0.33303	0.173586
784	0	-3.73097e-05	-0.106044	-0.104729	0.721909	-0.614538	0.100539	8.41069e-05	-0.172555	0.261056	-0.599089	0.332669	0.173122
785	0	-0.000230396	-0.104037	-0.103074	0.722799	-0.616694	0.0982483	0.00019397	-0.169933	0.256797	-0.592638	0.330723	0.170916
786	0	-2.39547e-05	-0.103472	-0.103521	0.723306	-0.617287	0.0975605	6.16968e-05	-0.169427	0.256357	-0.590674	0.329914	0.169701
787	0	-0.000191645	-0.101622	-0.102361	0.724055	-0.6189	0.095887	-3.65168e-06	-0.167214	0.253619	-0.58689	0.329217	0.16817
788	0	-0.000119953	-0.100362	-0.101988	0.724487	-0.619877	0.0947426	-0.000163086	-0.165996	0.25247	-0.58495	0.329563	0.165641
789	0	-0.000175133	-0.098333	-0.101554	0.724611	-0.620739	0.093554	-0.000437496	-0.164427	0.251626	-0.583367	0.329488	0.164229
790	0	-0.000154354	-0.0966151	-0.100364	0.724328	-0.621656	0.0926755	-0.000438189	-0.163005	0.250158	-0.581621	0.329053	0.163075
791	0	-0.00011482	-0.0955382	-0.0996924	0.724368	-0.622236	0.0923202	-0.000347513	-0.161899	0.249167	-0.580668	0.328775	0.1622
792	0	-0.000254056	-0.0928621	-0.0977052	0.724639	-0.624002	0.0906599	-0.000444955	-0.159473	0.246759	-0.579267	0.328694	0.159726
793	0	-3.21901e-05	-0.0912804	-0.097418	0.724894	-0.625335	0.0890334	-0.00041407	-0.158306	0.246202	-0.578589	0.328767	0.15861
794	0	9.22745e-06	-0.089809	-0.0966283	0.725275	-0.626761	0.0875153	-0.000375076	-0.15691	0.244988	-0.577967	0.329245	0.156908
795	0	8.36029e-05	-0.0881188	-0.0956918	0.725821	-0.628133	0.0862167	-0.000305998	-0.155301	0.243539	-0.577664	0.330141	0.155271
796	0	0.000132447	-0.0871691	-0.0953365	0.726093	-0.62876	0.0855414	-0.000265747	-0.154452	0.24294	-0.577578	0.330665	0.154586
797	0	-0.000109617	-0.085136	-0.0940067	0.726985	-0.631126	0.0831272	-0.000146663	-0.152552	0.24148	-0.578089	0.333401	0.15174
798	0	-0.000124307	-0.0841972	-0.0943218	0.727356	-0.631472	0.0830864	5.44715e-05	-0.151765	0.241358	-0.577987	0.334315	0.151526
799	0	-0.000295816	-0.0814495	-0.0928934	0.728111	-0.632624	0.0813808	-0.00013686	-0.149437	0.23976	-0.578388	0.335955	0.150436
800	0	-0.000216994	-0.0798736	-0.0918197	0.728922	-0.633923	0.07957	-6.09603e-05	-0.148081	0.238773	-0.579107	0.337167	0.14904
801	0	-0.000404628	-0.0782699	-0.0911307	0.729881	-0.635107	0.077844	-0.000152789	-0.146532	0.238412	-0.580362	0.338753	0.147416
802	0	-0.000516192	-0.0768529	-0.090273	0.730769	-0.636542	0.0759816	-0.00015274	-0.145108	0.238178	-0.582085	0.340849	0.145431
803	0	-0.000496672	-0.0750383	-0.0895776	0.731809	-0.638043	0.0743313	-5.65097e-05	-0.143287	0.237947	-0.5837	0.342866	0.143631
804	0	-0.000514694	-0.073376	-0.0887809	0.732801	-0.639703	0.0729165	1.57518e-05	-0.141651	0.237799	-0.585571	0.345204	0.142137
805	0	-0.000522123	-0.0716524	-0.0878135	0.733594	-0.64139	0.0716122	4.71057e-05	-0.139904	0.237652	-0.58759	0.347916	0.140625
806	0	-0.000410834	-0.0700152	-0.0869206	0.734293	-0.642937	0.0702771	7.14497e-05	-0.138163	0.237697	-0.589621	0.350367	0.138785
807	0	-0.00025482	-0.0683913	-0.0860919	0.734982	-0.644317	0.0688307	-1.31418e-05	-0.136527	0.237705	-0.591531	0.352624	0.137045
808	0	-0.000183779	-0.0664551	-0.0848283	0.735691	-0.646008	0.0668186	-9.78728e-05	-0.134664	0.237526	-0.593738	0.355292	0.135048
809	0	-0.000316684	-0.064431	-0.0835019	0.736299	-0.647697	0.0647045	4.29535e-05	-0.132541	0.237524	-0.595976	0.357659	0.133223
810	0	-0.000390857	-0.0623719	-0.0821763	0.736767	-0.649406	0.0626103	6.1207e-05	-0.130273	0.237625	-0.598261	0.360165	0.131273
811	0	-0.000388827	-0.0603851	-0.0808647	0.737171	-0.65124	0.060506	-8.25904e-06	-0.127983	0.237865	-0.600647	0.362758	0.129241
812	0	-0.000373603	-0.0586898	-0.0798266	0.737584	-0.652859	0.0587618	-1.82754e-05	-0.125954	0.238151	-0.602767	0.365026	0.127433
813	0	-0.00034616	-0.0568272	-0.0783117	0.737983	-0.654849	0.0569559	-7.94007e-05	-0.123685	0.238012	-0.604822	0.368175	0.125084
814	0	-0.000193789	-0.054884	-0.0770982	0.738582	-0.656828	0.0553273	-0.000119932	-0.121451	0.238044	-0.607079	0.370627	0.123018
815	0	-9.60774e-05	-0.0529778	-0.0759009	0.739244	-0.658759	0.0533903	-0.000118013	-0.119467	0.237946	-0.609269	0.373181	0.120913
816	0	-1.93627e-05	-0.0508496	-0.0744097	0.73977	-0.660913	0.0509205	-9.20706e-05	-0.117368	0.237678	-0.611717	0.37592	0.118699
817	0	3.73263e-05	-0.0487115	-0.0731474	0.740143	-0.662805	0.0485874	-0.000103945	-0.115316	0.237444	-0.613943	0.378649	0.116471
818	0	3.9057e-05	-0.0463249	-0.0718806	0.740442	-0.664618	0.046344	-9.31e-05	-0.112951	0.2372	-0.616302	0.381341	0.114214
819	0	4.08153e-05	-0.0438902	-0.0705117	0.74072	-0.666416	0.0440604	-7.61847e-05	-0.110585	0.236838	-0.618745	0.384062	0.111921
820	0	2.45863e-05	-0.0414479	-0.0691191	0.741004	-0.668225	0.0417006	-7.36934e-05	-0.108289	0.236478	-0.621234	0.386806	0.109595
821	0	-3.65396e-05	-0.0389423	-0.067704	0.741268	-0.670054	0.0393127	-6.69714e-05	-0.105945	0.236176	-0.623732	0.389572	0.107233
822	0	-5.86501e-05	-0.036351	-0.0662311	0.741447	-0.671967	0.0369259	-7.87236e-05	-0.103561	0.235939	-0.62629	0.392359	0.104838
823	0	-0.000100943	-0.0336979	-0.0646724	0.741689	-0.67385	0.0345596	-6.01731e-05	-0.101131	0.235562	-0.628727	0.395169	0.10241
824	0	-0.000121963	-0.0311088	-0.0629592	0.741897	-0.675791	0.0320455	-3.41696e-06	-0.0988147	0.235106	-0.631197	0.397997	0.0999561
825	0	-0.000123093	-0.0285331	-0.0612363	0.742035	-0.677734	0.0294779	3.7259e-05	-0.0964782	0.234726	-0.633666	0.400836	0.0974754
826	0	-0.000122297	-0.0259627	-0.059489	0.742098	-0.679664	0.0268949	5.53372e-05	-0.0940383	0.234394	-0.636111	0.403685	0.0949671
827	0	-0.000113121	-0.02338	-0.0576843	0.742122	-0.68159	0.0243003	5.0644e-05	-0.0914554	0.234021	-0.638528	0.406541	0.0924339
828	0	-0.000104806	-0.020834	-0.0558449	0.74213	-0.683516	0.0217095	2.58279e-05	-0.088806	0.233604	-0.640924	0.409403	0.0898792
829	0	-9.5485e-05	-0.0183266	-0.054004	0.742137	-0.685439	0.0191089	-6.32696e-06	-0.0861395	0.233144	-0.643291	0.412268	0.0873062
830	0	-6.83315e-05	-0.0157959	-0.05217	0.742133	-0.687351	0.0164989	-4.21407e-05	-0.0834375	0.232627	-0.645633	0.415134	0.0847166
831	0	5.413e-05	-0.0133204	-0.0504934	0.742068	-0.689162	0.0140276	-0.000156207	-0.0809358	0.232187	-0.647947	0.417931	0.0821368
832	0	-7.27074e-05	-0.010147	-0.0481557	0.741842	-0.691191	0.0110739	1.65076e-06	-0.0774802	0.231544	-0.650882	0.420685	0.0795187
833	0	0.000135305	-0.00778048	-0.0462263	0.741552	-0.69289	0.00819514	-6.05761e-05	-0.0751813	0.231012	-0.653199	0.423589	0.0769091
834	0	0.000126327	-0.00525954	-0.0445824	0.741463	-0.694484	0.00538143	4.53406e-05	-0.0725923	0.230673	-0.655535	0.425541	0.0748482
835	0	0.000126327	-0.00525954	-0.0445824	0.741463	-0.694484	0.00538143	4.53406e-05	-0.0725923	0.230673	-0.655535	0.425541	0.0748482
836	0	0.000126327	-0.00525954	-0.0445824	0.741463	-0.694484	0.00538143	4.53406e-05	-0.0725923	0.230673	-0.655535	0.425541	0.0748482
837	0	0.000876359	0.00242917	-0.0365267	0.74033	-0.69884	-0.00323148	-6.58247e-05	-0.0642819	0.227857	-0.662988	0.435086	0.066305
838	0	0.000876359	0.00242917	-0.0365267	0.74033	-0.69884	-0.00323148	-6.58247e-05	-0.0642819	0.227857	-0.662988	0.435086	0.066305
839	0	0.000741765	0.00771629	-0.0335395	0.739008	-0.70489	-0.00725478	-0.00013439	-0.059236	0.227014	-0.666713	0.440516	0.0612265
840	0	0.000741765	0.00771629	-0.0335395	0.739008	-0.70489	-0.00725478	-0.00013439	-0.059236	0.227014	-0.666713	0.440516	0.0612265
841	1	0.000741765	0.00771629	-0.0335395	0.739008	-0.70489	-0.00725478	-0.00013439	-0.059236	0.227014	-0.666713	0.440516	0.0612265
842	1	0.000439722	0.0160788	-0.0264433	0.737385	-0.707148	-0.0166607	0.000220244	-0.0524346	0.223475	-0.673093	0.448655	0.0532495
843	1	-0.000236116	0.0219198	-0.0260657	0.736813	-0.711706	-0.0191109	0.000110349	-0.0464531	0.225237	-0.676321	0.449596	0.0495685
844	1	0.000636632	0.0232998	-0.0236155	0.736711	-0.712613	-0.0205707	-0.000388491	-0.0447826	0.224083	-0.678904	0.451956	0.0465321
845	1	0.00127438	0.0246029	-0.0192122	0.736602	-0.71471	-0.0237316	-0.00127833	-0.0423632	0.221445	-0.681857	0.457054	0.0416768
846	1	0.000923378	0.0268668	-0.0190305	0.734524	-0.715657	-0.0258651	-0.00134672	-0.0384512	0.22273	-0.683046	0.461463	0.0399124
847	1	0.000842721	0.0287166	-0.0161828	0.733584	-0.717291	-0.0282108	-0.0010514	-0.0351992	0.221086	-0.682616	0.46348	0.0381765
848	1	0.00075028	0.0310793	-0.0125258	0.73305	-0.718911	-0.0305551	-0.000772976	-0.0321913	0.219733	-0.683702	0.465964	0.0352822
849	1	0.000831877	0.0346197	-0.0103665	0.732177	-0.720507	-0.0329323	-0.000670408	-0.0290713	0.219915	-0.685598	0.46831	0.0324723
850	1	0.000810824	0.0374036	-0.00740891	0.731044	-0.722094	-0.0353225	-0.000702451	-0.0268726	0.219409	-0.687914	0.471102	0.0291481
851	1	0.000757664	0.0381885	-0.00654579	0.730736	-0.723086	-0.0371321	-0.000667973	-0.0262714	0.219096	-0.688542	0.471978	0.0282006
852	1	0.000903643	0.0429746	-0.00211631	0.729071	-0.725122	-0.040228	-0.000726806	-0.0230224	0.217441	-0.692863	0.478073	0.0231982
853	1	0.00071988	0.0447966	-0.00134014	0.727642	-0.726556	-0.0427222	-0.000482194	-0.0214664	0.216295	-0.693028	0.479844	0.0218399
854	1	0.000656076	0.0472217	0.00206771	0.726885	-0.727972	-0.0452991	-0.000281936	-0.0191384	0.212913	-0.693507	0.481776	0.0197378
855	1	0.000755363	0.0501498	0.00422922	0.725938	-0.729377	-0.0478828	-0.000531589	-0.0162995	0.211496	-0.695132	0.483773	0.01713
856	1	0.000776034	0.0524542	0.00637683	0.724752	-0.730765	-0.0504563	-0.000660281	-0.0136954	0.21047	-0.697096	0.485845	0.0138112
857	1	0.000741817	0.0555906	0.00932196	0.723511	-0.732146	-0.0530585	-0.00075042	-0.0105246	0.209155	-0.699629	0.488447	0.0108018
858	1	0.000806943	0.0580127	0.0118428	0.722363	-0.733493	-0.0556325	-0.000839111	-0.00770386	0.207951	-0.701447	0.490729	0.00850926
859	1	0.00084048	0.0596484	0.0145045	0.721199	-0.734783	-0.0581715	-0.000730907	-0.00511977	0.206358	-0.702796	0.493008	0.00622519
860	1	0.000840064	0.0613561	0.0169836	0.720828	-0.735599	-0.0611532	-0.000676593	-0.0029494	0.204666	-0.703692	0.495105	0.003904
861	1	0.000113322	0.0635497	0.019735	0.720317	-0.736164	-0.0648926	-0.000193916	-0.000774772	0.202818	-0.704774	0.497698	0.0014108
862	1	0.000139848	0.0659285	0.0226756	0.719791	-0.737418	-0.0674194	-0.000239022	0.00168081	0.200887	-0.705509	0.499859	-0.000180102
863	1	0.000390632	0.068533	0.0254062	0.718863	-0.738771	-0.0700048	-0.00037131	0.00447547	0.199449	-0.706384	0.50204	-0.00223713
864	1	0.000195527	0.0708984	0.0278553	0.718298	-0.739626	-0.0710149	-0.0003705	0.00714915	0.197766	-0.707104	0.504351	-0.00467167
865	1	0.000388141	0.0737057	0.030734	0.71738	-0.740892	-0.0738819	-0.000536097	0.00965408	0.196108	-0.707976	0.507108	-0.00730887
866	1	0.000476825	0.076086	0.0331823	0.716146	-0.742632	-0.0770693	-0.000324885	0.0115812	0.194925	-0.708398	0.509285	-0.00977221
867	1	0.00056444	0.0787963	0.0359583	0.714692	-0.744378	-0.0796815	-0.000190393	0.013989	0.193467	-0.709114	0.511626	-0.011605
868	1	0.000562354	0.0810163	0.03867	0.713019	-0.745737	-0.0815971	-2.23374e-05	0.0165214	0.19203	-0.709829	0.514014	-0.0146129
869	1	0.000715059	0.0832744	0.0414578	0.711212	-0.746939	-0.0836159	-0.00031986	0.0187664	0.190431	-0.710517	0.516546	-0.0171776
870	1	0.000642731	0.0857865	0.0439374	0.709771	-0.747966	-0.0859342	-0.000418517	0.0210172	0.188945	-0.711107	0.518879	-0.0194053
871	1	0.000444472	0.0884745	0.0466284	0.708312	-0.749062	-0.088577	-0.000246872	0.0235082	0.187279	-0.711578	0.521408	-0.0218338
872	1	0.000345065	0.0910292	0.0491136	0.706835	-0.750366	-0.0912007	-0.000167243	0.0260136	0.18593	-0.711956	0.523673	-0.024312
873	1	0.000436292	0.0934759	0.051995	0.705092	-0.751815	-0.0936356	-0.000204542	0.0285754	0.184385	-0.712452	0.525956	-0.0267984
874	1	0.000578582	0.0958812	0.0544929	0.703442	-0.753205	-0.0958038	-0.000230088	0.0311	0.183147	-0.713002	0.527881	-0.0291504
875	1	0.000702174	0.0980879	0.0573529	0.701439	-0.754633	-0.0981353	-0.000183989	0.0333077	0.181582	-0.713526	0.530115	-0.0316267
876	1	0.00076618	0.10039	0.0598915	0.699479	-0.755942	-0.100612	-8.7681e-05	0.0355909	0.180395	-0.714242	0.531795	-0.0343828
877	1	0.000983746	0.10282	0.0625013	0.697405	-0.757015	-0.10308	-0.00028889	0.0376651	0.178916	-0.714963	0.534004	-0.0359605
878	1	0.000845983	0.105584	0.0649248	0.69515	-0.757829	-0.105694	-0.000283081	0.0406019	0.17764	-0.715812	0.537013	-0.0388352
879	1	0.000754817	0.10765	0.0670821	0.692901	-0.758158	-0.107902	-0.000263158	0.0428189	0.176423	-0.716134	0.539646	-0.041698
880	1	0.000789193	0.110051	0.0697739	0.690694	-0.758635	-0.110168	-0.000348867	0.045093	0.174835	-0.716405	0.542108	-0.0441658
881	1	0.000654989	0.112666	0.0721146	0.688526	-0.760115	-0.112768	-0.000192624	0.0473478	0.173777	-0.716832	0.544111	-0.0460479
882	1	0.000790065	0.114692	0.074618	0.686558	-0.761302	-0.114643	-0.000294315	0.0493368	0.172328	-0.717131	0.546114	-0.048014
